시군구,단지명,전용면적(㎡),계약일,거래금액(만원),층,건축년도,도로명
경기도 의정부시 의정부동,맥스타워,18.09,15,"8,000",16,2013,평화로 471
전라남도 광양시 광영동,브라운스톤가야,155.8785,15,"22,000",1,2010,가야로 345
인천광역시 부평구 산곡동,경남5차,84.97,15,"26,900",12,1992,마장로264번길 66
충청남도 당진시 우강면 창리,우강온누리,59.414,15,"5,400",1,2000,합우로 324
광주광역시 서구 풍암동,대주2,127.2,15,"46,500",11,2000,풍암순환로 5
대전광역시 중구 선화동,선호,35.0096,15,"7,800",12,2001,대종로 583
전라남도 나주시 금계동,우영,59.83,15,"5,100",10,1991,나주천2길 54
경기도 하남시 신장동,백조현대,49.98,15,"45,500",7,1994,대청로 62
경기도 고양시일산서구 일산동,일산동문(600-32),84.81,15,"33,000",6,2000,탄중로 501
경기도 화성시 장지동,동탄레이크자연앤푸르지오,84.9548,15,"81,500",2,2020,동탄대로3길 33
충청남도 천안시서북구 두정동,우남1차,84.9154,15,"18,000",8,2003,두정역서5길 11
충청남도 천안시서북구 두정동,대우그린,69.966,15,"18,800",4,1996,봉정로 365
전라남도 해남군 해남읍 해리,금영,59.82,15,"9,450",13,1994,동초길 69
경기도 화성시 장지동,동탄호수자이파밀리에,51.75,15,"45,000",16,2018,동탄대로2길 19
대구광역시 동구 신암동,동대구우방아이유쉘,84.9907,15,"50,000",20,2020,송라로32길 32
전북특별자치도 군산시 산북동,하늘가2차,35.91,15,"2,800",11,2007,칠성로 126
충청북도 충주시 안림동,엘리시아,84.9813,15,"26,000",6,2007,국원초1길 48
충청남도 당진시 읍내동,당진아이파크,59.98,15,"21,500",2,2022,당진중앙2로 290
전라남도 영암군 삼호읍 용앙리,금호타운,59.92,15,"7,500",10,1998,대불주거로 160
경상북도 경주시 마동,신한그린빌리지,59.85,15,"6,500",3,1995,광산길 5
전라남도 여수시 웅천동,포레나여수웅천2단지,100.6965,15,"55,400",28,2019,웅천남8로 23
대전광역시 대덕구 신탄진동,새여울한신,59.83,15,"18,300",11,1996,대청로64번길 63
경기도 고양시일산서구 주엽동,문촌마을(동아)8단지,71.64,15,"44,000",12,1994,주엽로 161
부산광역시 동래구 낙민동,포레나동래,84.8287,15,"56,800",7,2019,온천천로339번길 51
강원특별자치도 춘천시 소양로2가,소양로현대,59.96,15,"17,000",11,1998,모수물길 60
전북특별자치도 전주시덕진구 송천동2가,송천신동아파밀리에,84.8772,15,"27,900",6,2015,두간4길 14
울산광역시 남구 달동,달동삼정그린코아,30.8,15,"10,500",12,2013,신정로 75
충청남도 아산시 장존동,청솔,39.994,15,"5,250",4,2004,외암로 1247
전라남도 무안군 무안읍 성남리,대선해시앙,63.1089,15,"16,700",5,2017,창포로 55
대구광역시 달성군 화원읍 명곡리,명곡미래빌4,49.97,15,"10,200",2,2000,화암로 120
강원특별자치도 동해시 천곡동,한양3차,72.71,15,"11,500",9,1992,천곡로 15
강원특별자치도 춘천시 근화동,신성미소지움,59.92,15,"23,500",1,2007,근화길15번길 26
강원특별자치도 춘천시 근화동,신성미소지움,59.92,15,"24,800",3,2007,근화길15번길 26
경상남도 통영시 미수동,현대,59.4,15,"10,200",10,1995,미수해안로 36
울산광역시 남구 달동,울산센트럴자이,90.647,15,"60,000",18,2015,삼산로 231
대전광역시 서구 갈마동,신성미소지움,145.5615,15,"51,800",6,2005,신갈마로 66-17
부산광역시 해운대구 반송동,삼한2,59.92,15,"13,600",8,1997,신반송로 102
경상남도 사천시 동림동,서성파라토피아,84.84,15,"7,700",12,1991,한내3길 105
강원특별자치도 평창군 대관령면 횡계리,동보,32.615,15,"5,000",10,1998,대관령마루길 50-24
강원특별자치도 춘천시 퇴계동,한주,84.6,15,"19,000",14,1993,안마산로 217
인천광역시 부평구 청천동,광명,59.975,15,"17,200",17,1995,평천로153번길 13
경상남도 창원시마산회원구 합성동,대화빌아트,83.934,15,"16,000",3,2001,합성남15길 16
인천광역시 계양구 효성동,뉴서울3차,84.48,15,"20,500",4,1994,새벌로 88
경상남도 밀양시 상남면 예림리,밀양예림대동타운,59.82,15,"7,500",15,1997,상남로 1187-15
경기도 고양시일산서구 탄현동,탄현마을(일신),53.12,15,"17,500",2,1994,탄현로 80
울산광역시 북구 송정동,울산송정한양수자인,84.9843,15,"52,900",10,2019,박상진3로 25
부산광역시 기장군 기장읍 대라리,센트리움기장,67.037,15,"23,300",11,2021,차성동로51번길 1
전북특별자치도 전주시덕진구 송천동2가,전주송천(2)주공11,59.57,15,"16,000",5,2004,천마산로 33
전라남도 영광군 영광읍 남천리,영광숲안애2차아파트,62.2758,15,"17,500",3,2014,천년로13길 2-14
광주광역시 남구 방림동,라인효친2,84.96,15,"18,400",3,1989,용대로 131
대전광역시 서구 월평동,진달래,84.57,15,"32,000",7,1995,월평동로 45
부산광역시 북구 만덕동,백양디이스트(3단지),59.1416,15,"27,500",10,2015,덕천로276번길 21
전북특별자치도 전주시완산구 서신동,서신동신일,59.98,15,"13,900",4,1995,온고을로 119
강원특별자치도 춘천시 온의동,춘천센트럴파크푸르지오,59.9277,15,"42,500",11,2021,스포츠타운길 501
대구광역시 중구 남산동,남산자이하늘채,59.1983,15,"45,200",26,2022,명덕로 33
경상북도 영천시 망정동,청솔,47.1934,15,"4,900",14,2001,창신1길 22
전북특별자치도 전주시덕진구 인후동1가,인후꿈마을부영(2차),59.933,15,"10,900",10,1999,무삼지로 40
충청남도 서산시 석림동,서산석림엘크루에듀포레,80.0948,15,"35,900",4,2022,동서1로 25
강원특별자치도 횡성군 둔내면 둔방내리,경림,59.19,15,"8,500",2,1999,경강로둔방5길 12
전북특별자치도 정읍시 상평동,채움가101동,84.9775,15,"25,000",10,2019,서부산업도로 168-5
강원특별자치도 강릉시 입암동,입암1주공,46.74,15,"16,000",2,1986,강변로 364
충청남도 보령시 죽정동,유성2차APT,59.36,15,"5,800",4,1993,봉황로 103
경상북도 포항시남구 연일읍 동문리,협성해바라기,47.43,15,"3,700",3,1992,동문로21번길 22
강원특별자치도 횡성군 횡성읍 읍하리,횡성코아루하우스토리,84.9672,15,"34,900",10,2021,앞들서3로 77
강원특별자치도 횡성군 횡성읍 읍하리,한성,84.88,15,"9,500",2,1993,대동로 19
강원특별자치도 횡성군 횡성읍 읍하리,서도1차아파트,57.24,15,"10,650",15,1997,교항북로 20
전북특별자치도 익산시 부송동,리젠시빌,84.3979,15,"21,500",11,2004,무왕로21길 64
전북특별자치도 익산시 부송동,동아,44.37,15,"6,100",8,1997,무왕로26길 32
경기도 고양시일산서구 일산동,태영(954),84.89,15,"41,000",2,2002,고양대로 622
전북특별자치도 전주시완산구 서신동,서신동신일,59.98,15,"13,000",1,1995,온고을로 119
강원특별자치도 강릉시 연곡면 영진리,영진부영3,84.9157,15,"25,000",9,2008,영진3길 15
전라남도 나주시 송월동,달빛마을세움트리,79.8007,15,"24,900",19,2018,송월14길 5
대전광역시 서구 도안동,엘드수목토,84.9398,15,"48,000",13,2010,도안동로 177
대전광역시 서구 도안동,트리풀시티레이크포레,84.9749,15,"80,000",15,2021,도안동로 234
경상북도 포항시남구 오천읍 문덕리,정림다채움아파트,66.8781,15,"18,000",2,2017,문덕로24번길 33-5
경상북도 포항시남구 오천읍 문덕리,국민드림빌3차,58.2894,15,"6,900",1,2001,문덕로53번길 1
광주광역시 남구 봉선동,무등파크3차(2단지),84.73,15,"21,000",6,1993,용대로 92-1
대전광역시 서구 관저동,관저예미지명가의풍경,84.772,15,"58,500",6,2017,관저중로 33
경기도 고양시일산서구 탄현동,탄현마을(삼익),59.97,15,"26,800",10,1994,현중로 33
대전광역시 서구 관저동,관저더샵,59.977,15,"38,700",4,2018,관저서로 19
경기도 성남시분당구 판교동,판교원마을3단지(푸르지오),84.71,15,"147,000",9,2009,판교로 20
울산광역시 북구 중산동,울산오토밸리로Z00M파크,84.9164,15,"28,200",7,2016,중산서로 19
충청남도 서산시 동문동,현대,59.76,15,"11,300",12,1996,율지6로 29
전북특별자치도 전주시덕진구 우아동3가,럭키우아,110.774,15,"12,000",3,1992,안덕원3길 10
경상북도 포항시남구 동해면 도구리,대우세원빌,56.5805,15,"6,500",6,2002,연오로7번길 16
전라남도 순천시 조례동,시대,36.368,15,"7,300",17,1992,비봉2길 22
경상북도 포항시남구 동해면 석리,신형석리3,59.53,15,"3,000",1,1993,일월로375번길 50
전북특별자치도 익산시 영등동,부영3차,49.8,15,"7,500",1,1998,하나로 483-60
전북특별자치도 익산시 영등동,비사벌,84.98,15,"18,300",4,1995,고봉로30길 51
경기도 포천시 신북면 기지리,신포천,44.22,15,"5,900",9,1995,호국로 2135-11
경상남도 사천시 용강동,용강주공1차,49.85,15,"8,100",13,1999,주공로 70
경기도 남양주시 다산동,플루리움2단지,84.732,15,"60,000",2,2002,도농로 34
경상남도 고성군 고성읍 교사리,대동타운,56.88,15,"5,700",3,1991,교사대독길 24
전라남도 광양시 중동,주공2,41.85,15,"5,300",5,1993,구마9길 11
경상남도 김해시 부원동,김해 부원역 그린코아 더 센텀,84.9918,15,"35,500",31,2018,김해대로 2349
충청북도 청주서원구 개신동,한진,32,15,"5,300",6,1996,모충로3번길 81
전라남도 여수시 신기동,우림필유아파트,123.0088,15,"45,500",14,2008,여천체육공원길 52
강원특별자치도 강릉시 교동,강릉교동롯데캐슬1단지,163.9852,15,"48,000",3,2009,화부산로99번길 12
충청북도 청주서원구 개신동,두산한솔,59.62,15,"13,400",4,1993,모충로26번길 22
충청남도 아산시 모종동,한라동백,84.825,15,"19,000",7,1998,삼동로 34
부산광역시 사상구 학장동,구학마을,46.32,15,"8,000",12,1993,학감대로49번길 28-19
경상북도 칠곡군 왜관읍 왜관리,대동다숲2단지,84.9441,15,"22,300",10,2007,평장3길 47
경기도 양주시 삼숭동,양주자이(7단지),123.0401,15,"33,500",14,2006,삼숭로58번길 141
전북특별자치도 전주시덕진구 만성동,엘에이치퍼스트리움,59.96,15,"31,700",5,2018,만성동로 16
부산광역시 사상구 주례동,엘지신주례2,59.97,15,"15,700",18,1996,백양대로342번길 17
인천광역시 남동구 간석동,풍림아이원,84.956,15,"38,700",13,2004,석산로 35
충청북도 청주서원구 분평동,대원,59.7254,15,"17,300",13,2000,분평로 49
인천광역시 남동구 간석동,인천간석휴먼시아1단지,39.17,15,"20,500",16,2014,백범로294번길 15
충청북도 제천시 봉양읍 주포리,중앙,84.5,15,"8,900",11,1994,제원로2길 7
경상남도 양산시 물금읍 가촌리,양산신도시한양수자인더퍼스트,84.05,15,"34,400",16,2018,물금로 76
경기도 양주시 삼숭동,나래,59.96,15,"14,000",10,1999,부흥로 2162
경상북도 구미시 도량동,주공3,58.14,15,"6,800",4,1995,송동로 147
제주특별자치도 제주시 애월읍 하귀1리,제주하귀휴먼시아1단지,84.72,15,"45,300",10,2010,하귀9길 45
경상남도 양산시 물금읍 범어리,일신건영휴먼빌,59.9958,15,"21,000",1,2007,범어로 11
인천광역시 남동구 구월동,송정,40.2,15,"9,900",2,1988,남동대로725번길 31
서울특별시 영등포구 대림동,e편한세상영등포아델포레,84.995,15,"119,000",13,2020,신길로 29
충청남도 계룡시 두마면 농소리,계룡대실LH리슈빌,59.98,15,"22,000",7,2021,농소로 64
경기도 파주시 금촌동,후곡마을1단지중앙하이츠(997-0),101.9771,15,"44,000",9,2005,후곡로 80
부산광역시 동래구 온천동,협성스카이라인80,27.2,15,"6,500",7,2004,중앙대로1473번길 14-12
세종특별자치시  반곡동,수루배마을4단지(세종더샵예미지),59.9,15,"48,000",18,2019,시청대로 500
인천광역시 중구 운서동,운서SKVIEWSkycity,77.0014,15,"40,000",4,2022,흰바위로 203
전라남도 광양시 중동,성호2차(206~215동),59.79,15,"5,700",10,2007,광장로 70
강원특별자치도 원주시 문막읍 건등리,서원주코아루아너스,84.797,15,"24,400",5,2018,원문로 1700
경상북도 경산시 진량읍 선화리,이안경산진량아파트,59.893,15,"17,500",16,2017,일연로 747
경상남도 양산시 신기동,신기주공,44.94,15,"8,600",5,1993,신기서길 23
경기도 군포시 금정동,율곡,59.97,15,"42,500",4,1994,오금로 43
경기도 화성시 반월동,에스케이뷰파크,59.9963,15,"54,000",10,2015,동탄원천로 382-37
경기도 파주시 금촌동,장미아파트601동,59.91,15,"18,000",7,2000,황골로 6
울산광역시 남구 신정동,문수로2차IPARK1단지,84.9951,15,"86,000",13,2013,동산로69번길 13
전북특별자치도 완주군 삼례읍 수계리,엘에이치비엘로스,59.06,15,"23,800",15,2022,삼봉3로 57
충청남도 예산군 예산읍 예산리,능금마을신성,84.945,15,"13,500",2,1993,아리랑로144번길 19
부산광역시 사하구 신평동,신평삼한사랑채,84.9735,15,"28,500",21,2016,신산북로 5
인천광역시 부평구 십정동,십정뜨란채1단지,59.93,15,"28,500",19,2005,이규보로 79
경상남도 창원시마산합포구 진동면 사동리,건우맨션,59.95,15,"8,500",9,1996,서촌바다길 108
경상북도 포항시북구 흥해읍 학천리,달전2차삼도뷰엔빌스마트,84.9738,15,"21,000",20,2016,동해대로 1181
서울특별시 성북구 하월곡동,수산동양빌,83.32,15,"59,500",8,2003,오패산로4길 11
울산광역시 남구 신정동,울산문수로동문디이스트,84.366,15,"64,500",29,2022,돋질로 3
서울특별시 성북구 하월곡동,수산동양빌,83.32,15,"57,500",1,2003,오패산로4길 11
강원특별자치도 원주시 명륜동,성원,59.99,15,"14,600",21,2000,무실로 155
인천광역시 서구 당하동,검단신안인스빌어반퍼스트,94.955,15,"61,000",20,2022,이음1로 173
부산광역시 중구 보수동2가,보수2차봄여름가을겨울,44.563,15,"17,000",7,2014,보수대로118번길 49
충청남도 예산군 오가면 신석리,아이티임포빌청수마을아파트,40.95,15,"3,850",3,1997,신석길 159
대구광역시 수성구 매호동,매호청구하이츠빌,84.995,15,"25,000",19,2000,천을로23길 26
강원특별자치도 태백시 장성동,홍익베스트빌,59.9883,15,"8,000",7,2003,하장성6길 42
전북특별자치도 전주시덕진구 덕진동2가,덕진엘르디움,76.1051,15,"22,600",11,2015,호반6길 26-5
경상남도 진주시 가좌동,시티프라디움,84.9941,15,"48,800",30,2020,진주역로 114
강원특별자치도 태백시 황지동,중앙하이츠,70.48,15,"16,500",16,2011,대학길 80
충청남도 논산시 강경읍 산양리,금강빌리지아파트,39.6,14,"5,000",13,2001,동안로 96
전라남도 목포시 상동,목포하당중흥S-클래스센텀뷰,84.8982,14,"41,900",23,2022,비파로 96
충청남도 천안시서북구 두정동,극동늘푸른,59.91,14,"16,700",13,1996,늘푸른6길 42
울산광역시 남구 야음동,울산호수공원대명루첸아파트,73.02,14,"63,000",21,2020,신선로 186
전라남도 목포시 석현동,대성사랑으로,84.794,14,"13,300",8,2003,영산로 610
대구광역시 북구 동변동,유니버시아드선수촌2단지,83.4919,14,"22,300",7,2003,동변로 24
