Unnamed: 0,번호,제목,저자,출판사,출판일
,83,MAEDA AI: Text and the City,"Dodd, S.",OXFORD UNIVERSITY PRESS,2005
,84,Brain AI: Deep Learning for Brain Stimulation,unknown,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,2019
,85,"21st-century AI: proud, not smug",T. Menzies,IEEE,2003
,86,Explainable AI: from black box to glass box,"Rai, Arun",Springer Nature,2019
,87,Fault-tolerant AI-driven Intrusion Detection System for the Internet of Things,"Medjek, Faiza; Tandjaoui, Djamel; Djedjig, Nabil; Romdhani, Imed",ELSEVIER SCIENCE B.V.; AMSTERDAM,2021
,88,Hybrid AI/control system interactions and analysis,"Henshaw, C. G.; Sanner, R. M.",TAYLOR & FRANCIS LTD,2004
,89,PEFS: AI-Driven Prediction Based Energy-Aware Fault-Tolerant Scheduling Scheme for Cloud Data Center,"Marahatta, Avinab; Xin, Qin; Chi, Ce; Zhang, Fa; Liu, Zhiyong",IEEE,2021
,90,Airbus AI-PX7 CROR Design Features and Aerodynamics,"Negulescu, C.A.","Warrendale, Pa.; SAE",2013
,91,PO-1722: AI-driven quality insurance for delineation in radiotherapy breast clinical trials,"Rivera, S.; Lombard, A.; Pasquier, D.; Wong, S.; Limkin, E.; Auzac, G.; Blanchecotte, J.; Chand-Fouché, M.E.; Lamrani-Ghaouti, A.; Bonnet, N.; Paragios, N.; Martineau-Huynh, C.; Ullmann, E.; Ruffier, A.; Deutsch, E.","Elsevier Science B.V., Amsterdam.",2020
,92,Adaptive AI-based two-stage control for an induction machine drive,"Kumar, V.; Gaur, P.; Mittal, A.P.",Inderscience,2013
,93,MHADBOR: AI-Enabled Administrative-Distance-Based Opportunistic Load Balancing Scheme for an Agriculture Internet of Things Network,"Adil, Muhammad; Khan, Muhammad Khurram; Jamjoom, Mona; Farouk, Ahmed",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2021
,94,International AI: Challenges of Competition in a Global Marketplace,"Saacke, R. G.",NAAB,1996
,95,Tunable AI-CPL behavior by regulation of microstructure of AIE-active isomers through chiral emissive liquid crystals,"Li, Yang; Shen, Yihao; Liu, Kerui; Quan, Yiwu; Cheng, Yixiang","Elsevier Science B.V., Amsterdam.",2021
,96,First AI-driven Online Adaptive System-International Consortium Led Failure Mode and Effect Analysis,"Perez, M.; Sibolt, P.; Laugeman, E.; Cai, B.; Sjostrom, D.; Booth, J.","Elsevier Science B.V., Amsterdam.",2020
,97,Adaptive AI-based two-stage control for an induction machine drive,"Kumar, Vikas; Gaur, Prerna; Mittal, A.P.",Inderscience,2013
,98,Advanced AI-based techniques to predict daily energy consumption: A case study,"Baba, Abdullatif","Elsevier Science B.V., Amsterdam.",2021
,99,An AI-based workflow for estimating shale barrier configurations from SAGD production histories,"Zheng, Jingwen; Leung, Juliana Y.; Sawatzky, Ronald P.; Alvarez, Jose M.",Springer Nature,2018
,100,High-current AI&lt;fc&gt;G&lt;/fc&gt;a&lt;fc&gt;N&lt;,"Pang, L.; Krein, P.; Kim, K.-W.; Lee, J.-H.; Kim, K.","John Wiley & Sons, Ltd",2014
,1,"Protecting AI: We Built the Brains, but What About Helmets?","Campbell, Mark; Campbell, Mark",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2021
,2,Toward AI-Based Methodologies for Design Comparisons,"Seminar, K. B.; Robson, R. N.",University of New Brunswick,1993
,3,“Emotional AI” Sounds Appealing.,Zeynep Tufekci,Nature Publishing Group,2019
,4,Toward AI-Driven Proton Dose Calculation: Development and Evaluation of 3D and 2D Sequential Neural Network Design,"Neishabouri, A.; Salome, P.; Mein, S.; Debus, J.; Mairani, A.","Elsevier Science B.V., Amsterdam.",2021
,5,The AI-Medic: an artificial intelligent mentor for trauma surgery,"Rojas-Muñoz, Edgar; Couperus, Kyle; Wachs, Juan P.",Taylor & Francis,2021
,6,An AI-based Software Tool for Intelligent E-Movie Creation,"Shen, J.; Aoki, T.; Yasuda, H.; Miyazaki, S.","Split, Croatia:; Faculty of Electrical Engineering, Mechanical Engineering and Naval Architecture, University of Split,",2004
,7,Medi-Care AI: Predicting medications from billing codes via robust recurrent neural networks,"Liu, Deyin; Wu, Yuanbo Lin; Li, Xue; Qi, Lin","Elsevier Science B.V., Amsterdam.",2020
,8,An AI-Based Heart Failure Treatment Adviser System,unknown,IEEE,2018
,9,Boosting AI's IQ by teaching computers to beat video games,unknown,MCGRAW-HILL,2017
,10,An AI-Based Incumbent Protection System for Collaborative Intelligent Radio Networks,"Camelo, Miguel; Mennes, Ruben; Shahid, Adnan; Struye, Jakob; Donato, Carlos; Jabandzic, Irfan; Giannoulis, Spilios; Mahfoudhi, Farouk; Maddala, Prasanthi; Seskar, Ivan; Moerman, Ingrid; Latre, Steven",IEEE,2020
,11,Alzheimer's AI.,Rod McCullom,Nature Publishing Group,2019
,12,An AI-Calibrated IF Filter: A Yield Enhancement Method With Area and Power Dissipation Reductions,"Murakawa, M.; Adachi, T.; Niino, Y.; Kasai, Y.; Takahashi, E.; Takasuka, K.; Higuchi, T.",IEEE; 1998,2003
,13,Lie-Detector AI.,Emiliano Rodríguez Mega,Nature Publishing Group,2019
,14,"Decentralized AI: Edge Intelligence and Smart Blockchain, Metaverse, Web3, and DeSci","Cao, Longbing",COMPUTER SOCIETY,2022
,15,Responsible AI&#x2014;Two Frameworks for Ethical Design Practice,"Peters, Dorian; Vold, Karina; Robinson, Diana; Calvo, Rafael A.",IEEE,2020
,16,An AI-Enabled Future for Qatar and the Region,Ashraf Aboulnaga ; Sanjay Chawla ; Ahmed Elmagarmid ; Mohammed Al-Mannai ; Hassan Al-Sayed,Association for Computing Machinery,2021
,17,Improved AI/SiO~x/p-Si MIS Tunnel Contacts for MIS-Inversion Layer Silicon Solar Cells by Evaporation of CsCI,"Peters, C.;Meyer, R.;Metz, A.;Hezel, R.",James,2000
,18,Rehabilitating AI: Argument Loci and  the Case for Artificial Intelligence,"Warnick, B.",Kluwer Academic Publishers,2004
,19,An AI-based communication system for motor and speech disabled persons: design methodology and prototype testing,"Sy, B.K.; Deller, J.R.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,1989
,20,Collective AI: context awareness via communication,"Kornienko, S.; Kornienko, O.; Levi, P.",LAWRENCE ERLBAUM ASSOCIATES LTD,2005
,21,"In-Edge AI: Intelligentizing Mobile Edge Computing, Caching and Communication by Federated Learning","Wang, Xiaofei; Han, Yiwen; Wang, Chenyang; Zhao, Qiyang; Chen, Xu; Chen, Min",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2019
,22,An AI-Enabled Virtual Hands-On Teaching Tool for Treatment Planning: A Pancreas SBRT Pilot Study,"Xie, Y.; Wang, W.; Chang, Y.; Li, X.; Lu, K.; Li, R.; Stephens, H.; Yin, F.F.; Wu, Q.; Ge, Y.; Wu, Q.J.J.; Sheng, Y.","Elsevier Science B.V., Amsterdam.",2021
,23,Apolipoprotein AI-CIII-AIV gene cluster polymorphisms in relation to cholesterol gallstone:,"YAO, Y. G.; QIU, X.; MA, M. K.; PU, D. S.; XIAO, L. J.",Blackwell Publishing.,2007
,24,Comparing AI-Based and Traditional Prospect Generating Methods,"Stadlmann, Christian; Zehetner, Andreas",Taylor & Francis,2022
,25,An AI-Based Heart Failure Treatment Adviser System,"Chen, Z.; Salazar, E.; Marple, K.; Das, S. R.; Amin, A.; Cheeran, D.; Tamil, L. S.; Gupta, G.",IEEE,2018
,26,"Drilling, tapping AI-Si alloys",unknown,unknown,1979
,27,"Quo vadis, AI?","Visser, U.",SPRINGER SCIENCE AND BUSINESS MEDIA,2017
,28,Synthesis of AI-PILC assisted by ultrasound: reducing the intercalation time and the amount of synthesis water,"Perez-Zurita, M. J.; Perez-Quintana, G. J.; Alfonso J, H.; Maldonado, A.; de Navarro, C. U.; De Abrisqueta, A.; Scott, C. E.",CLAY MINERALS SOCIETY,2005
,29,"Drilling, tapping AI-Si alloys",unknown,unknown,1979
,30,"A. J. AISéIRITHE and DONALD YACOVONE, editors. Wendell Phillips, Social Justice, and the Power of the Past.",unknown,Oxford University Press; American Historical Association,2017
,31,Effect of AI/B Mechanical Alloy on Combustion Characteristics of AP,"Glotov, O. G.; Zarko, V. E.; Simonenko, V. N.; Fedotova, T. D.; Tukhtaev, R. K.; Grigoryeva, T. F.",Berghausen; Fraunhofer-Institut fur Chemische Technologie; 1999,2005
,32,Effect of AI/N flux ratio during nucleation layer growth on the microstructure of GaN films grown by molecular-beam epitaxy (3 pages),"Zhou, L.; Smith, D. J.; Storm, D. F.; Katzer, D. S.; Binari, S. C.; Shanabrook, B. V.",AMERICAN INSTITUTE OF PHYSICS,2006
,33,A practical AIS-based route library for voyage planning at the pre-fixture stage,"Cai, Jie; Chen, Gang; Lützen, Marie; Rytter, Niels Gorm Maly","Elsevier Science B.V., Amsterdam.",2021
,34,Guest Editorial: AI-Enabled Threat Intelligence and Hunting Microservices for Distributed Industrial IoT System,"Moustafa, Nour; Choo, Kim-Kwang Raymond; Abu-Mahfouz, Adnan M.",IEEE,2021
,35,Living lab AI4U - artificial intelligence for personalized digital mental health promotion and prevention in youth,"Rauschenberg, C; Goetzl, C; Schick, A; Koppe, G; Durstewitz, D; Krumm, S; Reininghaus, U",Oxford University Press,2021
,36,"A. J. Aisèrithe and Donald Yacovone, eds. Wendell Phillips, Social Justice, and the Power of the Past","Griffin,  Sean",THE SOCIETY FOR HISTORIANS OF THE GILDED AGE AND PROGRESSIVE ERA,2017
,37,Estimation of AIS3+ thoracic injury risks of belted drivers in NASS frontal crashes,"Prasad, P.; Laituri, T. R.; Sullivan, K.",MECHANICAL ENGINEERING PUBLICATIONS LTD,2004
,38,Effect of AI/B Mechanical Alloy on Combustion Characteristics of AP/HMX/Energetic Binder Propellants,"Glotov, O. G.; Zarko, V. E.; Simonenko, V. N.; Fedotova, T. D.; Tukhtaev, R. K.; Grigoryeva, T. F.","Pfinztal, Berghausen; Fraunhofer Institut Chemische Technologie",2005
,39,A Novel AI-Based System for Detection and Severity Prediction of Dementia Using MRI,"Jain, Varun; Nankar, Om; Jerrish, Daryl Jacob; Gite, Shilpa; Patil, Shruti; Kotecha, Ketan",IEEE,2021
,40,Toward Human-Centered AI: A Perspective from Human-Computer Interaction,"Xu, Wei","ASSOCIATION FOR COMPUTING MACHINERY, INC.",2019
,41,Applications of AI-based techniques for spatial prediction,"Shibli, S. A. R.;Wong, P. M.;Huang, Y.;Maignan, M.",International Center for Numerical Methods in Engineering,1997
,42,Developing domain‐specific AI‐based tools to boost cross‐enterprise knowledge reuse and improve quality,"Sarwar, Sajjad; Haskins, Cecilia",John Wiley & Sons Ltd,2021
,43,Fairness in AI: are deep learning-based CMR segmentation algorithms biased?,"Puyol Anton, E; Ruijsink, B; Piechnik, S K; Neubauer, S; Petersen, S E; Razavi, R; King, A P",Oxford University Press,2021
,44,"Demystification of AI-driven medical image interpretation: past, present and future","Savadjiev, Peter; Chong, Jaron; Dohan, Anthony; Vakalopoulou, Maria; Reinhold, Caroline; Paragios, Nikos; Gallix, Benoit",Springer Nature,2018
,45,Organising for AI-powered innovation through design: the case of Hitachi Vantara,"Dennehy, Denis; Schmarzo, Bill; Sidaoui, Mouwafac",Inderscience,2022
,46,Realization of AI-enhanced industrial automation systems using intelligent Digital Twins,"Jazdi, Nasser; Ashtari Talkhestani, Behrang; Maschler, Benjamin; Weyrich, Michael","Elsevier Science B.V., Amsterdam",2021
,47,A Stable AI-Based Binary and Multiple Class Heart Disease Prediction Model for IoMT,"Yuan, Xiaoming; Chen, Jiahui; Zhang, Kuan; Wu, Yuan; Yang, Tingting",IEEE,2021
,48,Marketing With AI: Chatbots Are Smarter Than You Think.,"SENTURIA, MARTHA",Online,2018
,49,"Neuromarketing and AI—Powerful Together, but Needing Scrutiny","Wolpe, Paul Root",Taylor & Francis,2019
,50,Trust in AI: why we should be designing for APPROPRIATE reliance,"Benda, Natalie C; Novak, Laurie L; Reale, Carrie; Ancker, Jessica S",Oxford University Press,2022
,51,Partnering with AI: how organizations can win over skeptical managers,"Kolbjørnsrud, Vegard; Amico, Richard; Thomas, Robert J.",Emerald Group Publishing Limited,2017
,52,Feasibility of AI-assisted CBCT-guided Stereotactic Online Adaptive Radiotherapy (CT-STAR) for Upper Abdominal SBRT: Results of a Prospective in Silico Clinical Trial,"Henke, L.E.; Green, O.L.; Price, A.; Marko, A.; Wittland, E.; Kim, H.; Pryser, E.; Laugeman, E.; Mutic, S.; Hugo, G.D.; Cai, B.","Elsevier Science B.V., Amsterdam.",2020
,53,MRSaiFE: An AI-Based Approach Towards the Real-Time Prediction of Specific Absorption Rate,"Gokyar, Sayim; Robb, Fraser J. L.; Kainz, Wolfgang; Chaudhari, Akshay; Winkler, Simone Angela",IEEE,2021
,54,"Robert and Ai-li Chin, Psychological Research in Communist China 1949-1966 (Book Review)","Croizier, Ralph C.",Brill Academic Publishers,1972
,55,Atlas of AI.,unknown,"Conde Nast Publications, Inc.",2021
,56,Stakeholders weigh AI's potential societal impacts,"Gates, Megan",AMERICAN SOCIETY FOR INDUSTRIAL SECURITY,2019
,57,Evaluations of AI-based malicious PowerShell detection with feature optimizations,"Song, Jihyeon; Kim, Jungtae; Choi, Sunoh; Kim, Jonghyun; Kim, Ikkyun",ELECTRONICS AND TELECOMMUNICATIONS RESEARCH,2021
,58,Effect of Ai³+ Introduction into Hydrothermally Prepared ZnFe₂O₄[A5009],"Toledo, J. A.;Valenzuela, M. A.;Bosch, P.",Elsevier,2000
,59,Manufacturing and AI: Promises and pitfalls,Bruce Morey,Society of Manufacturing Engineers,2019
,60,Living lab AI4U - artificial intelligence for personalized digital mental health promotion and prevention in youth,"Rauschenberg, C; Goetzl, C; Schick, A; Koppe, G; Durstewitz, D; Krumm, S; Reininghaus, U",Oxford University Press,2021
,61,Adapting to AI: Radiologists and Pathologists as Information Specialists,"Jha,  S.; Topol,  E. J.",AMA AMERICAN MEDICAL ASSOCIATION,2016
,62,Collective eXplainable AI: Explaining Cooperative Strategies and Agent Contribution in Multiagent Reinforcement Learning With Shapley Values,"Heuillet, Alexandre; Couthouis, Fabien; Diaz-Rodriguez, Natalia",INSTITUTE OF ELECTRICAL & ELECTRONIC ENGINEERS,2022
,63,OP15.04: Novel AI‐guided ultrasound screening system for fetal heart can demonstrate findings in timeline diagram,"Komatsu, R.; Matsuoka, R.; Arakaki, T.; Tokunaka, M.; Komatsu, M.; Sakai, A.; Yasutomi, S.; Hamamoto, R.; Sekizawa, A.","John Wiley & Sons, Ltd",2019
,64,"Science behind AI: the evolution of trend, mobility, and collaboration","Yuan, Sha; Shao, Zhou; Wei, Xingxing; Tang, Jie; Hall, Wendy; Wang, Yongli; Wang, Ying; Wang, Ye",Springer,2020
,65,Blockchain and AI-Empowered Social Distancing Scheme to Combat COVID-19 Situations,"Tanwar, Sudeep; Gupta, Rajesh; Patel, Mohil Maheshkumar; Shukla, Arpit; Sharma, Gulshan; Davidson, Innocent E.",IEEE,2021
,66,Albumin-Containing Lp AI: Changes in the Oxidative Process of LDL,"Decossin, C.; Fruchart, J. C.; Fievet, C.",Idelson,1993
,67,COVER STORY: AI-Driven Digital Twins and the Future of Smart Manufacturing,FAUSTINO GOMEZ,"Penton/IPC, etc",2021
,68,Application for AI-OCR Module: Auto Detection of Emails/Letter Images,"Fargas, Kelsey; Zhou, Bingjie; Staruk, Elizabeth; Tejada, Sheila",American Association for Artificial Intelligence,2017
,69,ALLS: An AI-based Tool for the Automated Synthesis of Digital Circuits,"Economakos, G.; Papakonstantinou, G.; Tsanakas, P.",University of Bristol,1994
,70,CONFUSED BY AI? Our go-to glossary can help,unknown,Crain Communications,2017
,71,Building the AI-Powered Organization,"Fountaine, Tim; McCarthy, Brian; Saleh, Tamim",HARVARD BUSINESS REVIEW,2019
,72,ROLE OF AI-BASED VIRTUAL ASSISTANTS IN ORAL AND MAXILLOFACIAL RADIOLOGY REPORT WRITING,"MUTTANAHALLY, K.S.; VYAS, R.; MAGO, J.; TADINADA, A.","Elsevier Science B.V., Amsterdam",2021
,73,Analysis of AI-2/LuxS-Dependent Transcription in Campylobacter jejuni Strain 81-176,"He, Y.; Frye, J. G.; Strobaugh, T. P.; Chen, C. Y.",MARY ANN LIEBERT,2008
,74,Teaching “New AI”,Rolf Pfeifer ;Deepak Kumar,"Special Interest Group on Artificial Intelligence, Association for Computing Machinery",2000
,75,344 DIY AI: Deep Learning Algorithm for Ultrasound Video Analyses and Classification,"Blaivas, M.; Arntfield, R.T.; White, M.","Elsevier Science B.V., Amsterdam",2019
,76,FluNet: An AI-Enabled Influenza-Like Warning System,"Ward, Ryan J.; Mark Jjunju, Fred Paul; Kabenge, Isa; Wanyenze, Rhoda; Griffith, Elias J.; Banadda, Noble; Taylor, Stephen; Marshall, Alan",IEEE,2021
,77,"Camp, Roderic Ai. Crossing Swords: Politics and Religion in Mexico","Smith, B. H.",AMERICAN POLITICAL SCIENCE ASSOCIATION,1999
,78,Role of AI~2O~3 nano additive in GSOBiodiesel on the working characteristics of a CI engine,"Karthikeyan, S.; Elango, A.; Silaimani, S.M.; Prathima, A.",CSIR,2014
,79,"CHIN AND AI-LI, ""Psychological Research in Communist China: 1949-1966"" (Book Review)","RAZRAN, GREGORY",Association of Asian Studies,1970
,80,Safety &#x002B; AI: A Novel Approach to Update Safety Models Using Artificial Intelligence,"Gheraibia, Youcef",IEEE,2019
,81,Identification of AI-2 Quorum Sensing Inhibitors in Vibrio harveyi Through Structure-Based Virtual Screening,"Jiang,  Tianyu; Zhu,  Peng; Du,  Lupei; Li,  Minyong",HUMANA PRESS,2018
,82,Don’t Fear AI.,"Kangas, Pirjo",American Library Asso.,2019
,83,A general AI-defined attention network for predicting CDN performance,"Li, Junnan; Lu, Zhihui; Tong, Yu; Wu, Jie; Huang, Shalin; Qiu, Meikang; Du, Wei","Elsevier Science B.V., Amsterdam.",2019
,84,"Fully automated, AI-powered access to a community of complementary brands",unknown,NATIONAL RETAIL FEDERATION,2019
,85,"Integration of AI-, Database- and Telecommunication-Techniques for the Plant Protection Expert System PRO PLANT","Visser, U.;Voges, U.;Streit, U.",Gordon and Breach,1994
,86,Fully automatic AI-based leak detection system,"Tylman, W.; Kolczy&#x0144;ski, J.; Anders, G. J.","Elsevier Science B.V., Amsterdam.",2010
,87,"Guest Editorial: AI-Enabled Software-Defined Industrial Networks: Architectures, Algorithms, and Applications","Han, Guangjie; Abu-Mahfouz, Adnan; Rodrigues, Joel; Wang, Xianbin",IEEE,2022
,88,A New AIS-Based Way to Conduct OLAP of Maritime Traffic Flow,"Ji, X.; Shao, Z.; Pan, J.; Tang, C.","Reston, Va.; American Society of Civil Engineers",2009
,89,Logics in AI: post-proceedings JELIA06 (Editorial),"Fisher, M.; Hoek, W.",Springer Science + Business Media,2007
,90,Lack of AI-based method for pneumocystis pneumonia classification in radiological diagnosis of SARS-CoV-2,"Benameur, Narjes; Mahmoudi, Ramzi; Zaid, Soraya; Arous, Younes; Hmida, Badii; Migaou, Asma; Bedoui, Mohamed Hedi","Elsevier Science B.V., Amsterdam.",2021
,91,Eye on AI: Artificial Intelligence in the Era of COVID-19,"Gupta, Sonia",APPLIED RADIOLOGY,2020
,92,Application of AI/ES in Library and Information Science: A Statistical Analysis of Papers Abstracted in Lisa (1980-1990),"Dutta, S.;Makhija, H.;Dutta, N.",Indian Assoc of Special Libraries and Info Centres,1992
,93,Gaussian modulated Ai- and Bi-based solutions of the 2D PWE: a comparison,"Torre, A.",Springer Science + Business Media,2010
,94,Measurement level AIS/radar fusion,"Habtemariam, B.; Tharmarasa, R.; McDonald, M.; Kirubarajan, T.","Elsevier Science B.V., Amsterdam.",2015
,95,On applying AI-driven flight data analysis for operational spacecraft model-based diagnostics,"Tipaldi, Massimo; Feruglio, Lorenzo; Denis, Pierre; D'Angelo, Gianni","Elsevier Science B.V., Amsterdam.",2020
,96,A Collaborative AI-Enabled Pretrained Language Model for AIoT Domain Question Answering,"Zhu, Hongyin; Tiwari, Prayag; Ghoneim, Ahmed; Hossain, M. Shamim",IEEE,2022
,97,Exposed by AIs! People Personally Witness Artificial Intelligence Exposing Personal Information and Exposing People to Undesirable Content,"Shank, Daniel B.; Gott, Alexander",Taylor & Francis,2020
,98,Guest Editorial: AI-Enabled Networking Technologies for Tackling Epidemic Diseases,"Hossain, M. Shamim; Guizani, Nadra; Rayes, Ammar; Leung, Victor C. M.; Wang, Honggang; Wang, Cheng-Xiang",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2021
,99,"Blockchain and AI-Empowered Healthcare Insurance Fraud Detection: an Analysis, Architecture, and Future Prospects","Kapadiya, Khyati; Patel, Usha; Gupta, Rajesh; Alshehri, Mohammad Dahman; Tanwar, Sudeep; Sharma, Gulshan; Bokoro, Pitshou N.",IEEE,2022
,100,Developing an AI-based method for river discharge forecasting using satellite signals,"Zaji, Amir Hossein; Bonakdari, Hossein; Gharabaghi, Bahram",Springer Nature,2019
,1,ai@work: How does business use AI technology?,unknown,"KNOWLEDGE TECHNOLOGY, INC.",1997
,2,Using AI to Teach AI: Lessons from an Online AI Class,"Goel,  Ashok K.; Joyner,  David A.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2017
,3,Webbed Feet: A Walk through PC AI's Updated Web Site enhancements to PC AI's AI web site,"Marks, I.","KNOWLEDGE TECHNOLOGY, INC.",2000
,4,AI@NICTA,"Barnes, N.; Baumgartner, P.; Caetano, T.; Durrant-Whyte, H.; Klein, G.; Sanderson, P.; Sattar, A.; Stuckey, P.; Thiebaux, S.; Van Hentenryck, P.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2012
,5,"AI @ Work: ANGOSS Software Corp., Harlequin Inc., and Salford Systems share applications and behind-the-scene looks at their technologies",unknown,"KNOWLEDGE TECHNOLOGY, INC.",1999
,6,"AI @ Work: IBM, Knowledge Technologies International, Decisioneering, AcknoSoft, and Nuance share customer success stories in the retail, manufacturing, financial, customer service, and transportation fields",unknown,"KNOWLEDGE TECHNOLOGY, INC.",1998
,7,AI@50: We Are Golden!,"Mackworth, A. K.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2006
,8,"On Reproducible AI: Towards Reproducible Research, Open Science, and Digital Scholarship in AI Publications","Gundersen, Odd Erik; Gil, Yolanda; Aha, David W.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2018
,9,"AI @ Work: AND Corp. develops a face recognition and tracking system. MIT GmbH uses fuzzy logic in auto glass breakage analysis, and hi-fi component testing",unknown,"KNOWLEDGE TECHNOLOGY, INC.",1999
,10,Human-level AI's killer application: Interactive computer games,"Laird, John E",American Association for Artificial Intelligence,2001
,11,AI-Based Software Defect Predictors: Applications and Benefits in a Case Study,"Misirli, A.T.; Bener, A.; Kale, R.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2011
,12,Celebrating AI's Fiftieth Anniversary and Continuing Innovation at the AAAI/IAAI-06 Conferences,"Hedberg, S. R.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2006
,13,A new direction in AI: Toward a computational theory of perceptions,"Zadeh, Lotfi A",American Association for Artificial Intelligence,2001
,14,Launching into AI's October Sky with Robotics and Lisp,"Klassner, F.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2006
,15,Evolution of a Robust Artificial Intelligence System: A Case Study of the Association for the Advancement of Artificial Intelligence's AI-Alert,"Eckroth, Joshua",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2020
,16,Special issue on social impact of AI: killer robots or friendly fridges,"Michaelson, G.; Aylett, R.",SPRINGER VERLAG KG,2011
,17,Special Issue on Innovative Applications of AI: Guest Editor's Introduction,"Hill, R. W.; Jacobstein, N.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2005
,18,Whither AI: Identity Challenges of 1993-95,"Grosz, B. J.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2005
,19,The 2004 National Conference on AI: Post-Conference Wrap-Up,"Hedberg, S.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2004
,20,An AI-Based Approach to Destination Control in Elevators,"Koehler, J.; Ottiger, D.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2002
,21,From Alan Turing to modern AI: practical solutions and an implicit epistemic stance,"Luger, G. F.; Chakrabarti, C.",SPRINGER VERLAG KG,2017
,22,The Future of AI- A Manifesto,"McCarthy, J.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2005
,23,Introduction to the Special Issue on ``Usable AI'',"Jameson, A.; Spaulding, A.; Yorke-Smith, N.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2009
,24,"Happy Silver Anniversary, AI!","Feigenbaum, E. A.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2006
,25,AI's War on Manipulation: Are We Winning?,"Faliszewski, P.; Procaccia, A.D.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2010
,26,The Voice of the Turtle: Whatever Happened to AI?,"Lenat, D.; Riedl, J.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2008
,27,"16 ai@work: How are intelligent tools being used to solve real world problems? Money laundering detection, idea processing, real time prediction, and insurance fraud detection are some success stories",unknown,"KNOWLEDGE TECHNOLOGY, INC.",1998
,28,"Adding Learning to Knowledge-Based Systems: Taking the ""Artificial"" Out of AI","Schmoldt, D. L.",AI APPLICATIONS,1997
,29,Current AI Research in Australia and New Zealand,"Weckert, J.",AI APPLICATIONS,1997
,30,Educational Advances in Artificial Intelligence: Leveraging AI Teaching in the Cloud for AI Teaching on Campus,"Fisher, D.H.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2014
,31,Year One of the IBM Watson AI XPRIZE: Case Studies in ``AI for Good'',"McGregor, Sean; Banifatemi, Amir",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2018
,32,Toward Non-Algorithmic AI,"Bringsjord, S.",Springer-Verlag,1992
,33,StarCraft AI Competition: A Step Toward Human-Level AI for Real-Time Strategy Games,"Farooq,  Sehar Shahzad; Oh,  In-Suk; Kim,  Man-Jae; Kim,  Kyung Joong",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2016
,34,The Application of AI to Automatically Generated Animation,"Szarowicz, A.;Amiguet-Vercher, J.;Forte, P.;Briggs, J.;Gelepithis, P.;Remagnino, P.",Springer,2001
,35,AI Magazine Poster: The AI Landscape,"Leake, D.B.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2008
,36,Augmenting Resource Management Education with AI Technologies,"Gimblett, H. R.",AI APPLICATIONS,1997
,37,BWR Fuel Loading Pattern Determination System Based on AI Techniques,"Ikehara, T.;Tsuiki, M.;Yamamoto, F.",ANS,1991
,38,Using Educational Robotics to Motivate Complete AI Solutions,"Greenwald, L.; Artz, D.; Mehta, Y.; Shirmohammadi, B.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2006
,39,An AI Framework to Teach English as a Foreign Language: CSIEC,"Jia, J.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2009
,40,"Happy Anniversary, AAAI and AI Magazine!","Leake, D.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2005
,41,A conceptual overview of AI applied to MMIC layout,"Robinson, J.;Linton, D.",Queen's University,1993
,42,The Coevolution of AI and AAAI,"Mackworth, A. K.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2005
,43,An AI Framework for the Automatic Assessment of e-Government Forms,"Chun, A.H.W.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2008
,44,Reflections on the Ingredients for Success in AI Research: An Interview with Arvind Gupta,"Gupta, Arvind; Srivastava, Biplav; Sow, Daby; Chen, Ching-Hua; Seneviratne, Oshani",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2019
